INSTNM	ADDR	CITY	STABBR	ZIP	LONGITUD	LATITUDE										
Career College of California	201 E. 4th Street	 Suite 200	Santa Ana	CA	646	-117.866181	33.74836									
American Institute of Massage Therapy	1506 E Warner Ave.	 Ste. 110	Santa Ana	CA	646	-117.85027	33.715851									
The Art Institute of California-Argosy University Orange County	3601 W Sunflower Ave.	 Suite 100	Santa Ana	CA	646	-117.916303	33.697014									
Trident University International	5757 Plaza Drive	 Suite 100	Cypress	CA	647	-118.034759	33.805244									
Concorde Career College-Garden Grove	12951 Euclid Street	 Suite 101	Garden Grove	CA	647	-117.938395	33.774741									
California State University-Chancellors Office	Analytic Studies 401 Golden Shore	 6th Floor	Long Beach	CA	647	-118.201255	33.764338									
Modern Technology School	16560 Harbor Blvd.	 Units K-Q	Fountain Valley	CA	648	-117.918837	33.723142									
Paul Mitchell the School-Costa Mesa	3309 Hyland Ave.	 Suite J	Costa Mesa	CA	648	-117.924962	33.692762									
University of Phoenix-Southern California Campus	3100 Bristol Street	Costa Mesa	CA	92626	648	-117.884998	33.685778									
Coast Community College District Office	1370 Adams Ave.	Costa Mesa	CA	92626	648	-117.911116	33.669121									
Saddleback College	28000 Marguerite Pky	Mission Viejo	CA	92692	649	-117.664876	33.551925									
Golf Academy of America-Carlsbad	1950 Camino Vida Roble	 Ste. 125	Carlsbad	CA	649	-117.283394	33.12291									
National University	11255 North Torrey Pines Road	La Jolla	CA	92037	649	-117.244243	32.909469									
University of St Augustine for Health Sciences	700 Windy Point Drive	San Marcos	CA	92069	650	-117.166101	33.15173									
California College San Diego	277 Rancheros Drive	 Suite 200	San Marcos	CA	650	-117.158852	33.138106									
Concorde Career College-San Diego	4393 Imperial Avenue	 Suite 100	San Diego	CA	651	-117.10187	32.70406									
San Diego State University-Imperial Valley Campus	720 Heber Ave	Calexico	CA	92231	651	-115.492718	32.672361									
ITT Technical Institute-National City	401 Mile of Cars Way	 Suite 100	National City	CA	651	-117.105941	32.66165									
Pima Medical Institute-Chula Vista	780 Bay Blvd Suite101	Chula Vista	CA	91910	651	-117.093014	32.619148									
Alliant International University	10455 Pomerado Road	San Diego	CA	92131	652	-117.094398	32.897056									
California Miramar University	9750 Miramar Road	 Suite 180	San Diego	CA	652	-117.119351	32.89422									
University of San Diego	5998 Alcala Park	San Diego	CA	92110	652	-117.188721	32.77142									
Mueller College	123 Camino de la Reina	 #100 North	San Diego	CA	652	-117.163741	32.76457									
Fashion Institute of Design & Merchandising-San Diego	350 Tenth Avenue	 Third Floor	San Diego	CA	652	-117.155134	32.708895									
Advanced Training Associates	1810 Gillespie Way	 Suite 104	El Cajon	CA	653	-116.981366	32.819524									
University of Phoenix-San Diego Campus	9645 Granite Ridge Dive	San Diego	CA	92123	653	-117.119701	32.80541									
Argosy University-San Diego	1615 Murray Canyon Road	 Suite 100	San Diego	CA	653	-117.158047	32.775512									
California Hair Design Academy	8011 University Avenue	 Suite A-2	La Mesa	CA	653	-117.024261	32.765221									
Regis University	3333 Regis Blvd	Denver	CO	80221	801	-105.031385	39.78976									
Johnson & Wales University-Denver	7150 Montview Blvd	Denver	CO	80220	801	-104.905511	39.747969									
Metropolitan State University of Denver	Speer Blvd and Colfax Ave	Denver	CO	80217	801	-105.002391	39.742248									
Aspen University	720 S Colorado Blvd Ste 1150N	Denver	CO	80246	801	-104.939873	39.703696									
National American University-Denver	1325 S. Colorado Boulevard	 Suite 100	Denver	CO	801	-104.941649	39.691953									
College America-Denver	1385 S Colorado Blvd.	 5th Floor	Denver	CO	801	-104.94118	39.691571									
Institute of Taoist Education and Acupuncture	317 W South Boulder Rd	 Suite 5	Louisville	CO	802	-105.138528	39.987278									
Auguste Escoffier School of Culinary Arts-Boulder	637 S Broadway	 Ste H	Boulder	CO	802	-105.250075	39.983475									
University of Phoenix-Colorado Campus	10004 Park Meadows Dr	Lone Tree	CO	80124	804	-104.873421	39.551643									
United States Air Force Academy	2304 Cadet Drive	 Suite 3800	USAFA	CO	805	-104.889893	39.011115									
National American University-Colorado Springs	1915 Jamboree Drive	  Suite 185	Colorado Springs	CO	805	-104.790571	38.95208									
Intellitec Medical Institute	6805 Corporate Drive	 Suite 100	Colorado Springs	CO	805	-104.814201	38.93097									
University of Phoenix-Southern Colorado Campus	5725 Mark Dabling Blvd.	Colorado Springs	CO	80919	805	-104.821001	38.913955									
National Personal Training Institute of Colorado	4305 Beverly Street	 Suite F	Colorado Springs	CO	805	-104.754531	38.89411									
Colorado Technical University-Online	4435 N Chestnut	 Suite E	Colorado Springs	CO	805	-104.834211	38.893735									
National American University-Colorado Springs South	1079 Space Center Drive	 Suite 140	Colorado Springs	CO	805	-104.721981	38.8475									
Colorado Academy of Veterinary Technology	2766 Janitell Road	Colorado Springs	CO	80906	805	-104.794441	38.791323									
National American University-Centennial	8242 South University Blvd	 Suite 100	Centennial	CO	806	-104.960121	39.56707									
Regency Beauty Institute-Westminster	6755 West 88th Ave.	 Unit A	Westminster	CO	807	-105.0727	39.85815									
ITT Technical Institute-Westminster	8620 Wolff Court	 Suite 100	Westminster	CO	807	-105.049091	39.85278									
Kaplan College-Denver	500 E. 84th Ave.	 W-200	Thornton	CO	807	-104.981809	39.847367									
College of International Esthetics Inc	7330 West 52nd Avenue	 Suite T	Arvada	CO	807	-105.075931	39.79046									
National Personal Training Institute of Colorado	1658 Cole Boulevard	 Suite 50	Lakewood	CO	807	-105.154321	39.74087									
Regency Beauty Institute-Lakewood	98 Wadsworth Blvd	 Suite 115	Lakewood	CO	807	-105.079689	39.717471									
Rensselaer Hartford Graduate Center Inc	275 Windsor St	Hartford	CT	6120	901	-72.673916	41.773462									
Porter and Chester Institute of Stratford	670 Lordship Blvd	Stratford	CT	6615	903	-73.149023	41.169646									
Fairfield University	1073 N Benson Rd	Fairfield	CT	6824	904	-73.25778	41.160732									
University of Phoenix-Fairfield County Campus	535 Connecticut Ave	Norwalk	CT	6854	904	-73.443992	41.09697									
Sanford-Brown College-Farmington	270 Farmington Ave	 Suite 245	Farmington	CT	905	-72.795559	41.73539									
Post University	800 Country Club Rd	Waterbury	CT	6723	905	-73.080525	41.535334									
Western Connecticut State University	181 White Street	Danbury	CT	6810	905	-73.444264	41.400365									
Harris School of Business-Wilmington Campus	1413 Foulk Road	 Suite 100	Wilmington	DE	1000	-75.523917	39.800892									
Dawn Career Institute Inc	3700 Lancaster Pike	 Suite 105	Wilmington	DE	1000	-75.594268	39.754694									
University of Phoenix-Delaware Campus	900 Justison Street	Wilmington	DE	19801	1000	-75.562371	39.730378									
Delaware Technical Community College-Owens	Route 18	 Seashore Highway PO Box 610	Georgetown	DE	1000	-75.40752	38.697344									
Northeast Alabama Community College	138  Highway 35	Rainsville	AL	35986	1071	Jackson County	105	-85.911664	34.545471							
Washington Theological Union	1600 Webster St NE	Washington	DC	20017	1198	-76.982601	38.94472									
Wesley Theological Seminary	4500 Massachusetts Ave.	 NW	Washington	DC	1198	-77.08996	38.939606									
Catholic University of America	620 Michigan Avenue	 NE	Washington	DC	1198	-76.998961	38.935796									
Gallaudet University	800 Florida Ave	 NE	Washington	DC	1198	-76.993675	38.907371									
Career Technical Institute	1101 Vermont Avenue	 N.W suite L002	Washington	DC	1198	-77.032461	38.904									
Radians College	1025 Vermont Avenue	 NW	Washington	DC	1198	-77.032921	38.9033									
George Washington University	2121 I Street	 NW	Washington	DC	1198	-77.047871	38.89865									
University of Phoenix-Washington DC Campus	25 Massachusetts Ave NW	Washington	DC	20001	1198	-77.009974	38.897855									
Corcoran College of Art and Design	500 Seventeenth Street	 NW	Washington	DC	1198	-77.039812	38.895757									
Flagler College-Tallahassee	444 Appleyard Dr	Tallahassee	FL	32304	1202	-84.341098	30.444664									
Suwannee-Hamilton Technical Center	415 SW Pinewood Dr	Live Oak	FL	32064	1203	-82.991356	30.2839									
University of Southernmost Florida	9550 Regency Square Blvd.	 Suite 1100	Jacksonville	FL	1204	-81.550021	30.32563									
Dade Medical College-Jacksonville	9550 Regency Square Boulevard	 Suite 1200	Jacksonville	FL	1204	-81.550021	30.32563									
Tulsa Welding School-Jacksonville	3500 Southside Blvd	Jacksonville	FL	32216	1204	-81.560428	30.282647									
Paul Mitchell the School-Jacksonville	4624 Town Crossing Drive	 Suite 155	Jacksonville	FL	1204	-81.527303	30.258922									
Heritage Institute-Jacksonville	4130 Salibury Road North	 Suite 1100	Jacksonville	FL	1204	-81.596021	30.254003									
University of Phoenix-North Florida Campus	4500 Salisbury Road	Jacksonville	FL	32216	1204	-81.591917	30.250964									
Southeastern College-Jacksonville	6700 Southpoint Parkway	 Suite 400	Jacksonville	FL	1204	-81.562655	30.220468									
Sanford-Brown Institute-Jacksonville	10255 Fortune Parkway	 Suite 501	Jacksonville	FL	1204	-81.54788	30.182373									
Trinity Baptist College	800 Hammond Blvd	Jacksonville	FL	32221	1205	-81.705655	30.323755									
ITT Technical Institute-Jacksonville	7011 A.C. Skinner Pkwy	 Suite 140	Jacksonville	FL	1205	-81.749055	30.199232									
Dragon Rises College of Oriental Medicine	1000 NE 16th Ave.	 Building F	Gainesville	FL	1205	-82.312769	29.667368									
Fortis College-Winter Park	1573 W. Fairbanks Ave Suite #100	Winter Park	FL	32789	1205	-81.448402	28.555401									
Valencia College	190 South Orange Avenue	Orlando	FL	32801	1205	-81.464168	28.522646									
Flagler College-St Augustine	74 King Street	Saint Augustine	FL	32084	1206	-81.315256	29.89335									
Cambridge Institute of Allied Health & Technology	460 E. Altamonte Drive	 3rd Floor	Altamonte Springs	FL	1207	-81.375851	28.66311									
Herzing University-Winter Park	1595 S. Semoran Blvd	  Ste 1501	Winter Park	FL	1207	-81.307521	28.579461									
ITT Technical Institute-Orlando	8301 South Park Circle	 Suite 100	Orlando	FL	1210	-81.420431	28.44743									
University of Phoenix-Central Florida Campus	8325 S Park Circle	Orlando	FL	32819	1210	-81.419201	28.44518									
ATA Career Education	7351 Spring Hill Drive	 Suite 11	Spring Hill	FL	1211	-82.595681	28.45276									
Saint Leo University	33701 State Road 52	Saint Leo	FL	33574	1212	-82.257287	28.336776									
Pasco-Hernando Community College	10230 Ridge Road	New Port Richey	FL	34654	1212	-82.646727	28.2751									
St Petersburg College	6021 142nd  Ave N	Clearwater	FL	33760	1213	-82.717331	27.90242									
ITT Technical Institute-St Petersburg	877 Executive Center Dr. West	 Suite 100	St. Petersburg	FL	1213	-82.645891	27.86085									
Galen College of Nursing-Tampa Bay	11101 Roosevelt Boulevard N.	 Suite 100	Saint Petersburg	FL	1213	-82.640182	27.858677									
Remington College-Tampa Campus	6302 E. Dr. Martin Luther King Jr. Blvd	 Ste 400	Tampa	FL	1214	-82.385976	27.983466									
South University-Tampa	4401 N Himes Ave	 Suite 175	Tampa	FL	1214	-82.500357	27.982269									
University of Phoenix-West Florida Campus	12802 Tampa Oaks Blvd	Temple Terrace	FL	33637	1215	-82.355776	28.062928									
Florida College	119 N Glen Arven Ave	Temple Terrace	FL	33617	1215	-82.383446	28.034911									
Fortis Institute-Mulberry	5925 Imperial Parkway	 Suite 200	Mulberry	FL	1215	-81.986011	27.937199									
GUTI The Premier Beauty & Wellness Academy	4212 Cortez Rd	 West	Bradenton	FL	1216	-82.602211	27.46281									
Ringling College of Art and Design	2700 North Tamiami Tr	Sarasota	FL	34234	1216	-82.548598	27.35963									
Regency Beauty Institute-Fort Myers	11621 S Cleveland Ave	 Suite #30	Fort Myers	FL	1219	-81.870933	26.571723									
Heritage Institute-Ft Myers	6630 Orion Drive	 Suite 200	Fort Myers	FL	1219	-81.842475	26.540884									
Wolford College	1336 Creekside Boulevard	 Suite 2	Naples	FL	1219	-81.791959	26.268251									
Superior Career Institute	5950 WEST OAKLAND PARK	LAUDERHILL	FL	33313	1220	-80.230621	26.164									
Fortis Institute-Fort Lauderdale	4850 W. Oakland Park Blvd.	 Suite 224	Lauderdale Lakes	FL	1220	-80.215871	26.162566									
Eternity Cosmetology School	4698 Forest Hill Boulevard	 Suite C	West Palm Beach	FL	1221	-80.115585	26.651582									
Southeastern College-Greenacres	6812 Forest Hill Blvd	 Suite D-1	Greenacres	FL	1221	-80.150064	26.649505									
American Institute-Margate	5000 C Coconut Creek Parkway	Margate	FL	33063	1221	-80.194529	26.244554									
Southeastern Technical Careers Institute Inc	3111 South Dixie Highway	 Suite 138	West Palm Beach	FL	1222	-80.055261	26.68529									
Medvance Institute-West Palm	1630 South Congress Avenue	 Suite 300	Palm Springs	FL	1222	-80.087289	26.636271									
Everglades University	5002 T-Rex Avenue	 Suite 100	Boca Raton	FL	1222	-80.108331	26.391218									
Progressive Training Centers	98 East McNab Road	 Suite 98	Pompano Beach	FL	1222	-80.121858	26.211064									
Atlantic Institute of Oriental Medicine	100 E Broward Blvd	 Suite 100	Fort Lauderdale	FL	1222	-80.142235	26.121964									
Nova Southeastern University	3301 College Ave	Fort Lauderdale	FL	33314	1223	-80.24248	26.079337									
ITT Technical Institute-Deerfield Beach	3401 S University Drive	 Suite 100	Fort Lauderdale	FL	1223	-80.25153	26.079049									
Key College	225 East Dania Beach Blvd.	 #130	Dania Beach	FL	1223	-80.139871	26.052841									
Jose Maria Vargas University	10131 Pines Blvd	Pembroke Pines	FL	33026	1223	-80.280247	26.008363									
Hollywood Institute of Beauty Careers	420 S. State Rd. 7	Hollywood	FL	33023	1223	-80.2076	26.007554									
Hollywood Institute of Beauty Careers	1440 79th St Causeway Ste 100	Miami Beach	FL	33141	1223	-80.15473	25.84825									
University of Phoenix-South Florida Campus	2400 SW 145th St	Miramar	FL	33027	1224	-80.341981	25.98668									
Everest Institute-North Miami	111 NW 183rd St	 Ste 200	Miami	FL	1224	-80.203534	25.942952									
Immokalee Technical Center	508 N 9th St	Immokalee	FL	34142	1225	-81.424941	26.42696									
Dade Medical College-Miami Lakes	5875 NW 163 Street	 Suite 101	Miami Lakes	FL	1225	-80.296141	25.92219									
Polytechnic University of Puerto Rico-Miami	8180 N.W. 36 St.	 Suite 401	Miami	FL	1225	-80.328852	25.809154									
Millennia Atlantic University	3801 NW 97TH Avenue	 Suite 100	Doral	FL	1225	-80.352671	25.8082									
ITT Technical Institute-Miami	7955 NW 12th St	 Ste 119	Miami	FL	1225	-80.325148	25.782701									
Universal Career School	10720 W Flagler School Ste 21	Sweetwater	FL	33174	1225	-80.370195	25.767485									
Fortis Institute-Miami	9035 Sunset Drive	 Suite 200	Miami	FL	1226	-80.341022	25.702403									
College of Business and Technology-Kendall	8765 SW 165 Ave	 Suite 114	Miami	FL	1226	-80.45575	25.67819									
South Florida Institute of Technology	720 NW 27th Avenue	 2nd Floor	Miami	FL	1227	-80.239444	25.779943									
SABER College	3990 W Flagler St.	 Ste 103	Miami	FL	1227	-80.261299	25.771518									
Fortis College-Miami	7757 West Flagler St	 Suite 230	Miami	FL	1227	-80.324026	25.769888									
University of Phoenix-Savannah Campus	8001 Chatham Center Dr	Savannah	GA	31405	1301	-81.151063	32.071826									
Savannah State University	3219 College Street	Savannah	GA	31404	1301	-81.063377	32.024781									
Empire Beauty School-Savannah	Savannah Centre	 7400 Abercorn St	Savannah	GA	1301	-81.111471	32.007124									
Virginia College-Savannah	14045 Abercorn Street	 Suite 1503	Savannah	GA	1301	-81.172451	31.98407									
Columbus State University	4225 University Ave	Columbus	GA	31907	1302	-84.940796	32.501556									
Georgia Southwestern State University	800 Georgia Southwestern State University Dr.	Americus	GA	31709	1302	-84.217755	32.058198									
University of Phoenix-Columbus Georgia Campus	7200 N. Lake Drive	Columbus	GA	31909	1303	-84.952781	32.54881									
DeVry University-Georgia	1 West Court Square	 Ste. 100	Decatur	GA	1304	-84.278446	33.782356									
Herzing University-Atlanta	3393 Peachtree Road	 Suite 1003	Atlanta	GA	1305	-84.362635	33.846627									
Everest Institute-Decatur	2460 Wesley Chapel Rd	 Ste 25A	Decatur	GA	1305	-84.32438	33.838454									
Emory University	408 Administration Building	 201 Dowman Drive	Atlanta	GA	1305	-84.325782	33.798836									
Westwood College-Atlanta Midtown	1100 Spring St	 Ste. 102	Atlanta	GA	1305	-84.38987	33.784754									
DeVry University's Keller Graduate School of Management-Georgia	One West Court Square	 Suite 100	Decatur	GA	1305	-84.297287	33.775187									
DeVry University-Georgia	1 West Court Square	 Ste 100	Decatur	GA	1305	-84.296875	33.775046									
Bauder College	384 Northyards Blvd.	 Suite 190	Atlanta	GA	1305	-84.399724	33.767494									
Grady Health System Professional Schools	80 Jesse Hill Jr Drive	 SE	Atlanta	GA	1305	-84.382393	33.752007									
Clark Atlanta University	223 James P Brawley Drive	 S.W.	Atlanta	GA	1305	-84.412818	33.748772									
Morehouse College	830 Westview Dr SW	Atlanta	GA	30314	1305	-84.415156	33.74793									
Atlanta Technical College	1560 Metropolitan Pky SW	Atlanta	GA	30310	1305	-84.404995	33.712009									
Atlanta Metropolitan State College	1630 Metropolitan Parkway	 SW	Atlanta	GA	1305	-84.404659	33.70893									
Everest College-Atlanta West	2841 Greenbriar Parkway	 SW	Atlanta	GA	1305	-84.489611	33.69045									
United Medical and Business Institute	1514 East Cleveland Avenue	 Suite 113S	East Point	GA	1305	-84.438601	33.67849									
ITT Technical Institute-Atlanta	485 Oak Place	 Suite 100	Atlanta	GA	1305	-84.405347	33.612381									
Clayton  State University	2000 Clayton State Boulevard	Morrow	GA	30260	1305	-84.328174	33.594079									
University of Phoenix-Atlanta Campus	8200 Roberts Dr	Sandy Springs	GA	30350	1306	-84.34155	33.979979									
Toni & Guy Hairdressing Academy-Atlanta	1355 Roswell Rd	 Suite 150	Marietta	GA	1306	-84.514617	33.950837									
The Art Institute of Atlanta	6600 Peachtree Dunwoody Rd.	 100 Embassy Row	Atlanta	GA	1306	-84.354867	33.937445									
American InterContinental University-Atlanta	6600 Peachtree Dunwoody Road	 500 Embassy Row	Atlanta	GA	1306	-84.355243	33.936128									
International School of Skin Nailcare & Massage Therapy	5600 Roswell Rd NE Ste 10	Atlanta	GA	30342	1306	-84.378337	33.906213									
Strayer University-Georgia	3355 Northeast Expwy	 Ste 100	Atlanta	GA	1306	-84.275501	33.874785									
Atlanta Institute of Music	2875 Breckinridge Blvd.	 Suite 700	Duluth	GA	1307	-84.106629	33.960266									
Empire Beauty School-Gwinnett	1455 Pleasant Hill Road	 Suite 105	Lawrenceville	GA	1307	-84.12386	33.939848									
Technology Center	6000 Unity Drive	 Suite K	Norcross	GA	1307	-84.202751	33.91589									
Athens Technical College	800 U.S. Hwy 29 North	Athens	GA	30601	1309	-83.339598	33.990183									
Empire Beauty School-Kennesaw	425 Ernest Barrett Pkwy	 Suite 1120	Kennesaw	GA	1311	-84.562798	34.011112									
Shorter University-College of Adult & Professional Programs	1090 Northchase Parkway	 Suite 140	Marietta	GA	1311	-84.482301	33.92764									
Everest Institute-Marietta	1600 Terrell Mill Road	 Suite G	Marietta	GA	1311	-84.481765	33.913158									
University of Phoenix-Augusta Campus	3150 Perimeter Pkwy	Augusta	GA	30909	1312	-82.088674	33.491183									
Georgia Regents University	1120 Fifteenth St	Augusta	GA	30912	1312	-81.991376	33.471025									
Michael's School of Beauty	1325 Augusta West Parkway	 Suite C	Augusta	GA	1312	-82.086268	33.47031									
Georgia Southern University	Brannen Hall	 2670 Southern Drive	Statesboro	GA	1312	-81.782201	32.427756									
Brewton-Parker College	201 David-Eliza Fountain Circle	Mount Vernon	GA	30445	1312	-82.586136	32.185718									
Georgia Highlands College	3175 Cedartown Highway	 S.E.	Rome	GA	1314	-85.207356	34.169791									
Institute of Clinical Acupuncture & Oriental Med	100 N. Beretania Street	 Suite 203B	Honolulu	HI	1501	-157.860879	21.313924									
Hawaii Pacific University	1164 Bishop Street	 Suite 800	Honolulu	HI	1501	-157.859411	21.31028									
University of Phoenix-Hawaii Campus	745 Fort Street	Honolulu	HI	96813	1501	-157.863315	21.30851									
Argosy University-Hawaii	1001 Bishop Street	 Suite 400	Honolulu	HI	1501	-157.860916	21.308026									
University of Hawaii at Manoa	2500 Campus Road	 Hawaii Hall	Honolulu	HI	1501	-157.816607	21.292648									
Paul Mitchell the School-Honolulu	1123 Eleventh Avenue	 Suite 102	Honolulu	HI	1501	-157.800461	21.28208									
Mauna Loa Helicopters	73-310 U'u Street	Kailua Kona	HI	96740	1502	-156.041184	19.72935									
New Saint Andrews College	405 S. Main Street	Moscow	ID	83843	1601	-117.001732	46.731991									
The College of Idaho	2112 Cleveland Blvd	Caldwell	ID	83605	1601	-116.676838	43.652653									
Paul Mitchell the School-Boise	1270 S Vinnell Way	Boise	ID	83709	1601	-116.286058	43.594479									
University of Phoenix-Idaho Campus	1422 S. Tech Lane	Meridian	ID	83642	1601	-116.405376	43.592582									
Brown Mackie College-Boise	9050 W Overland Rd	 Ste 101	Boise	ID	1601	-116.295147	43.590789									
Broadview University-Boise	2750 East Gala Court	Meridian	ID	83642	1601	-116.360151	43.58943									
Lexington College	310 South Peoria 	 5th Fl	Chicago	IL	1703	-87.681411	41.69692									
Lewis University	One University Parkway	Romeoville	IL	60446	1703	-88.079032	41.605432									
Bell Mar Beauty College	5717  W. Cermak Road	Cicero	IL	60804	1704	-87.767083	41.850669									
Pivot Point Academy-Chicago	3901 West Irving Park	Chicago	IL	60618	1705	-87.725224	41.953449									
Everest College-Melrose Park	1101 West North Avenue	 Suite 1	Melrose Park	IL	1705	-87.846589	41.908234									
ITT Technical Institute-Oak Brook	800 Jorie Boulevard	 Suite 100	Oak Brook	IL	1705	-87.941321	41.84571									
Regency Beauty Institute-Crystal Lake	5657 Northwest Highway	 Suite C1	Crystal Lake	IL	1706	-88.307694	42.226139									
J Renee Career Facilitation	415 Airport Road	Elgin	IL	60123	1706	-88.289481	42.07035									
PCCTI IT and Healthcare	2625 Butterfield Road	 Ste 102E	Oak Brook	IL	1706	-87.984611	41.84402									
DeVry University's Keller Graduate School of Management-Illinois	3005 Highland Parkway	 Suite 100	Downers Grove	IL	1706	-88.007511	41.83255									
Midwestern University-Downers Grove	555 31st Street	Downers Grove	IL	60515	1706	-88.000989	41.828376									
Moody Bible Institute	820 N LaSalle Blvd	Chicago	IL	60610	1707	-87.633459	41.897822									
The Illinois Institute of Art-Chicago	350 N Orleans St	 Suite 136-L	Chicago	IL	1707	-87.637632	41.888723									
Illinois CareerPath Institute	222 Merchandise Mart Plaza	 Suite 4-124	Chicago	IL	1707	-87.635361	41.88837									
Pacific College of Oriental Medicine-Chicago	65 East Wacker Place	 21st fl	Chicago	IL	1707	-87.625761	41.88651									
Argosy University-Chicago	225 N. Michigan Ave	 Ste 1300	Chicago	IL	1707	-87.623772	41.886006									
Taylor Business Institute	318 West Adams Street	 Suite 500	Chicago	IL	1707	-87.624794	41.885919									
Cortiva Institute-Chicago	17 N. State Street	 Suite 500	Chicago	IL	1707	-87.627383	41.882431									
Westwood College-Chicago Loop	One North State Street	 Suite 1000	Chicago	IL	1707	-87.627362	41.88241									
Institute for Clinical Social Work	401 South State Street	 Suite 822	Chicago	IL	1707	-87.627181	41.87635									
CET-Chicago	100 N Western	 3rd Floor	Chicago	IL	1707	-87.70911	41.869752									
ITT Technical Institute-Arlington Heights	3800 N. Wilke Road	 Suite 100	Arlington Heights	IL	1708	-88.006221	42.14508									
University of Phoenix-Chicago Campus	1500 McConnor Pkwy	Schaumburg	IL	60173	1708	-88.042584	42.056237									
Argosy University-Schaumburg	999 North Plaza Dr.	 Suite 111	Schaumburg	IL	1708	-88.042083	42.046739									
The Illinois Institute of Art-Schaumburg	1000 Plaza Drive	 Ste. 100	Schaumburg	IL	1708	-88.043871	42.045749									
American InterContinental University-Online	231 N. Martingale Rd.	 6th Floor	Schaumburg	IL	1708	-88.032431	42.03444									
Universal Technical Institute of Illinois Inc	601 Regency Dr	Glendale Heights	IL	60139	1708	-88.069874	41.930363									
NorthShore University HealthSystem School of Nurse Anesthesia	2650 Ridge Ave	 Rm G603C	Evanston	IL	1709	-87.684445	42.065549									
Estelle Skin Care and Spa Institute	10024 Skokie Blvd	 #301	Skokie	IL	1709	-87.747041	42.06358									
European Massage Therapy School-Skokie	4905 Old Orchard Center	 suite 710	Skokie	IL	1709	-87.746832	42.058885									
Pivot Point Academy-Evanston	1560 Sherman Avenue - Suite 700	Evanston	IL	60201	1709	-87.682259	42.045853									
Loyola University Chicago	1032 W. Sheridan Rd	Chicago	IL	60660	1709	-87.657399	41.999161									
Seabury-Western Theological Seminary	8765 W. Higgins Road	 Suite 650	Chicago	IL	1709	-87.845561	41.98647									
Midwest College of Oriental Medicine-Chicago	4334 N Hazel	 Suite 206	Chicago	IL	1709	-87.652605	41.961284									
Trinity International University-Illinois	2065 Half Day Rd	Deerfield	IL	60015	1710	-87.882722	42.197909									
SOLEX College	350 E Dundee Rd.	 Ste. 200	Wheeling	IL	1710	-87.907683	42.139797									
Regency Beauty Institute-Fairview Heights	10850 Lincoln Trail	 Unit 16	Fairview Heights	IL	1712	-89.99059	38.591245									
University of Illinois University Administration	364 Henry Administration Building	 506 S Wright Street	Urbana	IL	1713	-88.228381	40.108488									
University of Illinois at Springfield	One University Plaza	Springfield	IL	62703	1713	-89.614917	39.729862									
Rasmussen College-Illinois	6000 East State Street	 4th Floor	Rockford	IL	1716	-88.998854	42.267628									
Regency Beauty Institute-Peoria	2601 West Lake Ave	 Suite B-1A	Peoria	IL	1718	-89.63445	40.739322									
Quincy University	1800 College Ave	Quincy	IL	62301	1718	-91.387928	39.939235									
MacMurray College	447 East College Ave	Jacksonville	IL	62650	1718	-90.22175	39.730226									
Mr John's School of Cosmetology Esthetics & Nails-Jacksonville	1429 S Main St	 Ste F	Jacksonville	IL	1718	-90.230119	39.714678									
Brown Mackie College-Merrillville	1000 E 80th Place	 Suite 2055	Merrillville	IN	1801	-87.326134	41.473702									
Regency Beauty Institute-Merrillville	2505 Southland Mall	 Store 2495D	Merrillville	IN	1801	-87.310948	41.468369									
Everest College-Merrillville	8585 Broadway	 Suite 200	Merrillville	IN	1801	-87.333581	41.46292									
Ross Medical Education Center-Granger	445 E University Dr	Granger	IN	46530	1802	-86.174251	41.71857									
University of Notre Dame	400 Main Building	Notre Dame	IN	46556	1802	-86.238959	41.703058									
Regency Beauty Institute-South Bend	4150 Grape Rd	 Suite A	Mishawaka	IN	1802	-86.186534	41.697537									
Concordia Theological Seminary	6600 N Clinton St	Fort Wayne	IN	46825	1803	-85.109752	41.139365									
Brown Mackie College-Fort Wayne	3000 E.Coliseum Blvd.	 Suite 100	Fort Wayne	IN	1803	-85.101966	41.109132									
University of Saint Francis-Fort Wayne	2701 Spring St	Fort Wayne	IN	46808	1803	-85.173694	41.087772									
Saint Josephs College	1498 South College Avenue	Rensselaer	IN	47978	1804	-87.155541	40.923438									
Ross Medical Education Center-Kokomo	196 East Southway Boulevard	Kokomo	IN	46902	1804	-86.131083	40.44375									
DeVry University's Keller Graduate School of Management-Indiana	9100 Keystone Crossing	 Suite 100	Indianapolis	IN	1805	-86.111061	39.91916									
Chamberlain College of Nursing-Indiana	9100 Keystone Crossing	 Suite 600	Indianapolis	IN	1805	-86.111061	39.91916									
DeVry University-Indiana	9100 Keystone Crossing	 Ste. 100	Indianapolis	IN	1805	-86.111061	39.91916									
DeVry University-Indiana	9100 Keystone Crossing	 Ste 100	Indianapolis	IN	1805	-86.111162	39.919069									
MyComputerCareer.com-Indianapolis	8909 Purdue Rd	 Suite 100	Indianapolis	IN	1805	-86.220031	39.91706									
Hair Fashions By Kaye Beauty College-Indianapolis	6346 E 82nd St	Indianapolis	IN	46250	1805	-86.058688	39.905397									
University of Phoenix-Indianapolis Campus	7999 Knue Rd	Indianapolis	IN	46250	1805	-86.05945	39.899315									
Brown Mackie College-Indianapolis	1200 N Meridian St	 Ste 100	Indianapolis	IN	1807	-86.157795	39.783638									
American College of Education	101 West Ohio Street	 Suite 1200	Indianapolis	IN	1807	-86.160221	39.7697									
